place,Jurisdiction,Age,Females,Males,year
26270,Federal Heights,20-24,536,523,2015
26600,Firestone,20-24,163,212,2015
27700,Fort Lupton,20-24,243,262,2015
28105,Foxfield,20-24,27,21,2015
28360,Frederick,20-24,191,234,2015
29735,Georgetown,20-24,20,48,2015
30340,Glendale,20-24,521,495,2015
30835,Golden,20-24,1098,1837,2015
33035,Greenwood Village,20-24,218,242,2015
37820,Hudson,20-24,68,70,2015
38370,Idaho Springs,20-24,137,47,2015
39195,Jamestown,20-24,8,0,2015
40185,Keenesburg,20-24,27,44,2015
40790,Kiowa,20-24,26,19,2015
41835,Lafayette,20-24,816,737,2015
42495,Lakeside,20-24,0,0,2015
43000,Lakewood,20-24,5036,5825,2015
43550,Larkspur,20-24,5,9,2015
45255,Littleton,20-24,1138,1547,2015
45955,Lone Tree,20-24,434,174,2015
45970,Longmont,20-24,2704,2946,2015
46355,Louisville,20-24,525,410,2015
47070,Lyons,20-24,61,13,2015
49600,Mead,20-24,19,66,2015
52075,Morrison,20-24,0,0,2015
52350,Mountain View,20-24,16,7,2015
53175,Nederland,20-24,22,74,2015
54330,Northglenn,20-24,1509,1642,2015
57630,Parker,20-24,1186,1292,2015
60160,Platteville,20-24,88,115,2015
69645,Sheridan,20-24,290,360,2015
70360,Silver Plume,20-24,0,4,2015
75640,Superior,20-24,360,436,2015
77290,Thornton,20-24,4424,4136,2015
82735,Ward,20-24,0,0,2015
83835,Westminster,20-24,3482,3549,2015
84440,Wheat Ridge,20-24,1068,792,2015
8124,Weld County (DRCOG),20-24,1247,1470,2015
8000,Region,20-24,99608,103351,2015
3455,Arvada,25-29,3609,3174,2015
4000,Aurora,25-29,13552,13859,2015
6090,Bennett,25-29,76,60,2015
7025,Black Hawk,25-29,14,6,2015
7850,Boulder City,25-29,3950,5163,2015
8001,Adams County,25-29,18202,18989,2015
8005,Arapahoe County,25-29,22585,22617,2015
8013,Boulder County,25-29,9559,11502,2015
8014,Broomfield City/County,25-29,1824,2306,2015
8019,Clear Creek County,25-29,168,211,2015
8031,Denver City/County,25-29,36556,36719,2015
8035,Douglas County,25-29,7041,6841,2015
8047,Gilpin County,25-29,134,58,2015
8059,Jefferson County,25-29,17505,19479,2015
8070,Bow Mar,25-29,18,22,2015
8123,Weld County,25-29,9338,9820,2015
8675,Brighton,25-29,1237,1170,2015
12387,Castle Pines,25-29,90,73,2015
12415,Castle Rock,25-29,1480,1403,2015
12815,Centennial,25-29,2816,3036,2015
12910,Central City,25-29,6,36,2015
13845,Cherry Hills Village,25-29,78,12,2015
16385,Columbine Valley,25-29,10,12,2015
16495,Commerce City,25-29,2039,1552,2015
19080,Dacono,25-29,98,147,2015
19630,Deer Trail,25-29,9,16,2015
23135,Edgewater,25-29,470,377,2015
23740,Elizabeth,25-29,49,61,2015
24620,Empire,25-29,2,3,2015
24785,Englewood,25-29,1605,1730,2015
24950,Erie,25-29,352,363,2015
26270,Federal Heights,25-29,215,512,2015
26600,Firestone,25-29,598,405,2015
27700,Fort Lupton,25-29,193,176,2015
28105,Foxfield,25-29,12,7,2015
28360,Frederick,25-29,349,392,2015
29735,Georgetown,25-29,34,49,2015
30340,Glendale,25-29,540,589,2015
30835,Golden,25-29,608,1303,2015
33035,Greenwood Village,25-29,437,381,2015
37820,Hudson,25-29,28,120,2015
38370,Idaho Springs,25-29,38,37,2015
39195,Jamestown,25-29,12,4,2015
40185,Keenesburg,25-29,45,62,2015
40790,Kiowa,25-29,22,59,2015
41835,Lafayette,25-29,715,781,2015
42495,Lakeside,25-29,0,0,2015
43000,Lakewood,25-29,5728,7017,2015
43550,Larkspur,25-29,7,8,2015
45255,Littleton,25-29,1459,1508,2015
45955,Lone Tree,25-29,486,522,2015
45970,Longmont,25-29,2779,3234,2015
46355,Louisville,25-29,346,584,2015
47070,Lyons,25-29,65,123,2015
49600,Mead,25-29,91,91,2015
52075,Morrison,25-29,8,5,2015
52350,Mountain View,25-29,33,5,2015
53175,Nederland,25-29,36,81,2015
54330,Northglenn,25-29,1782,1877,2015
57630,Parker,25-29,1293,1215,2015
60160,Platteville,25-29,43,101,2015
69645,Sheridan,25-29,119,285,2015
70360,Silver Plume,25-29,15,3,2015
75640,Superior,25-29,477,465,2015
77290,Thornton,25-29,4775,5072,2015
82735,Ward,25-29,0,3,2015
83835,Westminster,25-29,4426,4573,2015
84440,Wheat Ridge,25-29,1141,1260,2015
8124,Weld County (DRCOG),25-29,2062,2049,2015
8000,Region,25-29,115636,120771,2015
3455,Arvada,30-34,3265,4047,2015
4000,Aurora,30-34,13672,13894,2015
6090,Bennett,30-34,67,59,2015
7025,Black Hawk,30-34,3,18,2015
7850,Boulder City,30-34,3197,4068,2015
8001,Adams County,30-34,18968,19650,2015
8005,Arapahoe County,30-34,22637,23020,2015
8013,Boulder County,30-34,9651,10087,2015
8014,Broomfield City/County,30-34,2127,2209,2015
8019,Clear Creek County,30-34,226,236,2015
8031,Denver City/County,30-34,33127,35198,2015
8035,Douglas County,30-34,9940,9151,2015
8047,Gilpin County,30-34,172,204,2015
8059,Jefferson County,30-34,17838,18881,2015
8070,Bow Mar,30-34,2,9,2015
8123,Weld County,30-34,9357,9936,2015
8675,Brighton,30-34,1558,1714,2015
12387,Castle Pines,30-34,157,303,2015
12415,Castle Rock,30-34,2088,1890,2015
12815,Centennial,30-34,3374,3224,2015
12910,Central City,30-34,8,36,2015
13845,Cherry Hills Village,30-34,62,49,2015
16385,Columbine Valley,30-34,19,10,2015
16495,Commerce City,30-34,2731,2108,2015
19080,Dacono,30-34,187,274,2015
19630,Deer Trail,30-34,30,7,2015
23135,Edgewater,30-34,139,319,2015
23740,Elizabeth,30-34,59,76,2015
24620,Empire,30-34,14,14,2015
24785,Englewood,30-34,1317,1645,2015
24950,Erie,30-34,857,580,2015
26270,Federal Heights,30-34,701,514,2015
26600,Firestone,30-34,524,559,2015
27700,Fort Lupton,30-34,359,244,2015
28105,Foxfield,30-34,18,5,2015
28360,Frederick,30-34,438,306,2015
29735,Georgetown,30-34,20,38,2015
30340,Glendale,30-34,253,474,2015
30835,Golden,30-34,587,674,2015
33035,Greenwood Village,30-34,329,237,2015
37820,Hudson,30-34,23,153,2015
38370,Idaho Springs,30-34,40,37,2015
39195,Jamestown,30-34,14,7,2015
40185,Keenesburg,30-34,43,26,2015
40790,Kiowa,30-34,41,18,2015
41835,Lafayette,30-34,1017,912,2015
42495,Lakeside,30-34,1,1,2015
43000,Lakewood,30-34,5453,5476,2015
43550,Larkspur,30-34,6,10,2015
45255,Littleton,30-34,1392,1344,2015
45955,Lone Tree,30-34,477,473,2015
45970,Longmont,30-34,2885,2881,2015
46355,Louisville,30-34,546,510,2015
47070,Lyons,30-34,56,63,2015
49600,Mead,30-34,168,105,2015
52075,Morrison,30-34,5,10,2015
52350,Mountain View,30-34,35,42,2015
53175,Nederland,30-34,42,38,2015
54330,Northglenn,30-34,1253,1739,2015
57630,Parker,30-34,1581,1422,2015
60160,Platteville,30-34,140,106,2015
69645,Sheridan,30-34,225,225,2015
70360,Silver Plume,30-34,0,14,2015
75640,Superior,30-34,616,471,2015
77290,Thornton,30-34,5154,5159,2015
82735,Ward,30-34,7,3,2015
83835,Westminster,30-34,4514,4836,2015
84440,Wheat Ridge,30-34,1155,1033,2015
8124,Weld County (DRCOG),30-34,2520,2435,2015
8000,Region,30-34,117206,121071,2015
3455,Arvada,35-39,3677,3589,2015
4000,Aurora,35-39,12170,12801,2015
6090,Bennett,35-39,27,107,2015
7025,Black Hawk,35-39,0,2,2015
7850,Boulder City,35-39,3027,2940,2015
8001,Adams County,35-39,17247,18853,2015
8005,Arapahoe County,35-39,20740,21053,2015
8013,Boulder County,35-39,9912,9544,2015
8014,Broomfield City/County,35-39,2618,2228,2015
8019,Clear Creek County,35-39,202,263,2015
8031,Denver City/County,35-39,25710,27659,2015
8035,Douglas County,35-39,11740,11648,2015
8047,Gilpin County,35-39,212,278,2015
8059,Jefferson County,35-39,17356,17743,2015
8070,Bow Mar,35-39,25,7,2015
8123,Weld County,35-39,9125,9183,2015
8675,Brighton,35-39,1156,1595,2015
12387,Castle Pines,35-39,200,194,2015
12415,Castle Rock,35-39,2173,2416,2015
12815,Centennial,35-39,3077,3284,2015
12910,Central City,35-39,27,30,2015
13845,Cherry Hills Village,35-39,132,82,2015
16385,Columbine Valley,35-39,17,22,2015
16495,Commerce City,35-39,2102,2008,2015
19080,Dacono,35-39,264,90,2015
19630,Deer Trail,35-39,16,14,2015
23135,Edgewater,35-39,217,238,2015
23740,Elizabeth,35-39,32,66,2015
24620,Empire,35-39,6,11,2015
24785,Englewood,35-39,1108,1451,2015
24950,Erie,35-39,963,964,2015
26270,Federal Heights,35-39,455,454,2015
26600,Firestone,35-39,453,380,2015
27700,Fort Lupton,35-39,311,236,2015
28105,Foxfield,35-39,20,26,2015
28360,Frederick,35-39,428,470,2015
29735,Georgetown,35-39,24,30,2015
30340,Glendale,35-39,165,143,2015
30835,Golden,35-39,662,583,2015
33035,Greenwood Village,35-39,522,437,2015
37820,Hudson,35-39,53,140,2015
38370,Idaho Springs,35-39,70,29,2015
39195,Jamestown,35-39,6,6,2015
40185,Keenesburg,35-39,67,36,2015
40790,Kiowa,35-39,17,19,2015
41835,Lafayette,35-39,1053,993,2015
42495,Lakeside,35-39,0,0,2015
43000,Lakewood,35-39,4560,5105,2015
43550,Larkspur,35-39,8,3,2015
45255,Littleton,35-39,1405,1274,2015
45955,Lone Tree,35-39,382,356,2015
45970,Longmont,35-39,3199,3012,2015
46355,Louisville,35-39,493,521,2015
47070,Lyons,35-39,91,69,2015
49600,Mead,35-39,122,182,2015
52075,Morrison,35-39,15,3,2015
52350,Mountain View,35-39,15,17,2015
53175,Nederland,35-39,61,66,2015
54330,Northglenn,35-39,1553,1346,2015
57630,Parker,35-39,2225,2280,2015
60160,Platteville,35-39,83,70,2015
69645,Sheridan,35-39,228,223,2015
70360,Silver Plume,35-39,2,19,2015
75640,Superior,35-39,431,380,2015
77290,Thornton,35-39,4787,5489,2015
82735,Ward,35-39,7,11,2015
83835,Westminster,35-39,3774,3905,2015
84440,Wheat Ridge,35-39,926,872,2015
8124,Weld County (DRCOG),35-39,2451,2428,2015
8000,Region,35-39,108188,111697,2015
3455,Arvada,40-44,3510,3629,2015
4000,Aurora,40-44,12239,12356,2015
6090,Bennett,40-44,73,35,2015
7025,Black Hawk,40-44,2,6,2015
7850,Boulder City,40-44,2741,3025,2015
8001,Adams County,40-44,16103,16886,2015
8005,Arapahoe County,40-44,22772,21931,2015
8013,Boulder County,40-44,10383,10834,2015
8014,Broomfield City/County,40-44,2160,2558,2015
8019,Clear Creek County,40-44,365,376,2015
8031,Denver City/County,40-44,21389,25545,2015
8035,Douglas County,40-44,14159,13286,2015
8047,Gilpin County,40-44,259,262,2015
8059,Jefferson County,40-44,18070,18411,2015
8070,Bow Mar,40-44,33,41,2015
8123,Weld County,40-44,8710,9420,2015
8675,Brighton,40-44,1204,1472,2015
12387,Castle Pines,40-44,683,567,2015
12415,Castle Rock,40-44,2322,2193,2015
12815,Centennial,40-44,4286,3951,2015
12910,Central City,40-44,40,38,2015
13845,Cherry Hills Village,40-44,163,201,2015
16385,Columbine Valley,40-44,29,31,2015
16495,Commerce City,40-44,1611,2052,2015
19080,Dacono,40-44,117,201,2015
19630,Deer Trail,40-44,0,12,2015
23135,Edgewater,40-44,79,218,2015
23740,Elizabeth,40-44,15,28,2015
24620,Empire,40-44,7,12,2015
24785,Englewood,40-44,1026,908,2015
24950,Erie,40-44,826,1048,2015
26270,Federal Heights,40-44,389,233,2015
26600,Firestone,40-44,445,428,2015
27700,Fort Lupton,40-44,187,220,2015
28105,Foxfield,40-44,16,24,2015
28360,Frederick,40-44,465,516,2015
29735,Georgetown,40-44,51,50,2015
30340,Glendale,40-44,132,156,2015
30835,Golden,40-44,417,570,2015
33035,Greenwood Village,40-44,528,460,2015
37820,Hudson,40-44,55,161,2015
38370,Idaho Springs,40-44,130,85,2015
39195,Jamestown,40-44,6,17,2015
40185,Keenesburg,40-44,57,66,2015
40790,Kiowa,40-44,16,28,2015
41835,Lafayette,40-44,1078,1158,2015
42495,Lakeside,40-44,1,0,2015
43000,Lakewood,40-44,4272,4245,2015
43550,Larkspur,40-44,0,10,2015
45255,Littleton,40-44,1455,1604,2015
45955,Lone Tree,40-44,508,525,2015
45970,Longmont,40-44,2944,3268,2015
46355,Louisville,40-44,892,910,2015
47070,Lyons,40-44,113,106,2015
49600,Mead,40-44,130,106,2015
52075,Morrison,40-44,5,9,2015
52350,Mountain View,40-44,25,32,2015
53175,Nederland,40-44,64,100,2015
54330,Northglenn,40-44,1040,925,2015
57630,Parker,40-44,2304,2333,2015
60160,Platteville,40-44,93,77,2015
69645,Sheridan,40-44,127,94,2015
70360,Silver Plume,40-44,9,4,2015
75640,Superior,40-44,701,575,2015
77290,Thornton,40-44,5028,4681,2015
82735,Ward,40-44,2,11,2015
83835,Westminster,40-44,4056,4376,2015
84440,Wheat Ridge,40-44,992,1176,2015
8124,Weld County (DRCOG),40-44,2301,2618,2015
8000,Region,40-44,107961,112707,2015
3455,Arvada,45-49,4050,3836,2015
4000,Aurora,45-49,11444,10679,2015
6090,Bennett,45-49,99,94,2015
7025,Black Hawk,45-49,4,0,2015
7850,Boulder City,45-49,2664,2598,2015
8001,Adams County,45-49,14935,15549,2015
8005,Arapahoe County,45-49,21005,20212,2015
8013,Boulder County,45-49,10491,10315,2015
8014,Broomfield City/County,45-49,2198,2312,2015
8019,Clear Creek County,45-49,374,349,2015
8031,Denver City/County,45-49,18260,20517,2015
8035,Douglas County,45-49,13193,12907,2015
8047,Gilpin County,45-49,147,194,2015
8059,Jefferson County,45-49,20174,19294,2015
8070,Bow Mar,45-49,49,48,2015
8123,Weld County,45-49,8471,8696,2015
8675,Brighton,45-49,1281,1141,2015
12387,Castle Pines,45-49,635,466,2015
12415,Castle Rock,45-49,1798,1856,2015
12815,Centennial,45-49,4039,3592,2015
12910,Central City,45-49,56,49,2015
13845,Cherry Hills Village,45-49,349,215,2015
16385,Columbine Valley,45-49,10,24,2015
16495,Commerce City,45-49,1156,1471,2015
19080,Dacono,45-49,208,248,2015
19630,Deer Trail,45-49,21,8,2015
23135,Edgewater,45-49,199,261,2015
23740,Elizabeth,45-49,69,74,2015
24620,Empire,45-49,5,10,2015
24785,Englewood,45-49,951,759,2015
24950,Erie,45-49,675,718,2015
26270,Federal Heights,45-49,377,305,2015
26600,Firestone,45-49,399,346,2015
27700,Fort Lupton,45-49,218,263,2015
28105,Foxfield,45-49,29,27,2015
28360,Frederick,45-49,354,442,2015
29735,Georgetown,45-49,50,45,2015
30340,Glendale,45-49,84,78,2015
30835,Golden,45-49,693,682,2015
33035,Greenwood Village,45-49,672,625,2015
37820,Hudson,45-49,46,177,2015
38370,Idaho Springs,45-49,50,42,2015
39195,Jamestown,45-49,3,13,2015
40185,Keenesburg,45-49,33,24,2015
40790,Kiowa,45-49,46,46,2015
41835,Lafayette,45-49,978,923,2015
42495,Lakeside,45-49,0,0,2015
43000,Lakewood,45-49,4543,4561,2015
43550,Larkspur,45-49,14,12,2015
45255,Littleton,45-49,1406,1387,2015
45955,Lone Tree,45-49,537,515,2015
45970,Longmont,45-49,3129,3377,2015
46355,Louisville,45-49,739,757,2015
47070,Lyons,45-49,62,53,2015
49600,Mead,45-49,218,138,2015
52075,Morrison,45-49,12,15,2015
52350,Mountain View,45-49,19,26,2015
53175,Nederland,45-49,97,59,2015
54330,Northglenn,45-49,1097,1213,2015
57630,Parker,45-49,1966,1863,2015
60160,Platteville,45-49,70,150,2015
69645,Sheridan,45-49,299,181,2015
70360,Silver Plume,45-49,14,20,2015
75640,Superior,45-49,615,593,2015
77290,Thornton,45-49,3923,4231,2015
82735,Ward,45-49,7,3,2015
83835,Westminster,45-49,3910,3600,2015
84440,Wheat Ridge,45-49,813,1064,2015
8124,Weld County (DRCOG),45-49,2286,2555,2015
8000,Region,45-49,103063,104204,2015
3455,Arvada,50-54,5042,4269,2015
4000,Aurora,50-54,11172,10454,2015
6090,Bennett,50-54,38,118,2015
7025,Black Hawk,50-54,10,21,2015
7850,Boulder City,50-54,2788,2600,2015
8001,Adams County,50-54,14927,15098,2015
8005,Arapahoe County,50-54,22269,20832,2015
8013,Boulder County,50-54,11150,10777,2015
8014,Broomfield City/County,50-54,2170,2077,2015
8019,Clear Creek County,50-54,420,450,2015
8031,Denver City/County,50-54,18256,18982,2015
8035,Douglas County,50-54,12250,12030,2015
8047,Gilpin County,50-54,285,263,2015
8059,Jefferson County,50-54,23413,22035,2015
8070,Bow Mar,50-54,53,56,2015
8123,Weld County,50-54,8789,8900,2015
8675,Brighton,50-54,953,1077,2015
12387,Castle Pines,50-54,393,417,2015
12415,Castle Rock,50-54,1926,1871,2015
12815,Centennial,50-54,4626,4374,2015
12910,Central City,50-54,7,74,2015
13845,Cherry Hills Village,50-54,313,246,2015
16385,Columbine Valley,50-54,52,46,2015
16495,Commerce City,50-54,1147,1453,2015
19080,Dacono,50-54,133,253,2015
19630,Deer Trail,50-54,21,19,2015
23135,Edgewater,50-54,261,152,2015
23740,Elizabeth,50-54,38,39,2015
24620,Empire,50-54,17,8,2015
24785,Englewood,50-54,1263,1407,2015
24950,Erie,50-54,863,1024,2015
26270,Federal Heights,50-54,406,453,2015
26600,Firestone,50-54,374,262,2015
27700,Fort Lupton,50-54,205,288,2015
28105,Foxfield,50-54,23,24,2015
28360,Frederick,50-54,350,326,2015
29735,Georgetown,50-54,28,47,2015
30340,Glendale,50-54,54,192,2015
30835,Golden,50-54,641,572,2015
33035,Greenwood Village,50-54,596,546,2015
37820,Hudson,50-54,94,107,2015
38370,Idaho Springs,50-54,80,88,2015
39195,Jamestown,50-54,17,11,2015
40185,Keenesburg,50-54,40,94,2015
40790,Kiowa,50-54,25,49,2015
41835,Lafayette,50-54,1167,850,2015
42495,Lakeside,50-54,0,2,2015
43000,Lakewood,50-54,5288,5084,2015
43550,Larkspur,50-54,16,14,2015
45255,Littleton,50-54,2041,1823,2015
45955,Lone Tree,50-54,389,496,2015
45970,Longmont,50-54,3074,2975,2015
46355,Louisville,50-54,1062,977,2015
47070,Lyons,50-54,32,100,2015
49600,Mead,50-54,152,173,2015
52075,Morrison,50-54,25,15,2015
52350,Mountain View,50-54,26,39,2015
53175,Nederland,50-54,48,40,2015
54330,Northglenn,50-54,1101,1047,2015
57630,Parker,50-54,1659,1798,2015
60160,Platteville,50-54,114,95,2015
69645,Sheridan,50-54,129,168,2015
70360,Silver Plume,50-54,8,7,2015
75640,Superior,50-54,480,560,2015
77290,Thornton,50-54,4659,3971,2015
82735,Ward,50-54,2,4,2015
83835,Westminster,50-54,3972,4148,2015
84440,Wheat Ridge,50-54,1180,860,2015
8124,Weld County (DRCOG),50-54,2452,2353,2015
8000,Region,50-54,107592,104897,2015
3455,Arvada,55-59,4223,4166,2015
4000,Aurora,55-59,10482,9595,2015
6090,Bennett,55-59,55,94,2015
7025,Black Hawk,55-59,1,36,2015
7850,Boulder City,55-59,2296,2538,2015
8001,Adams County,55-59,13501,12881,2015
8005,Arapahoe County,55-59,20575,19227,2015
8013,Boulder County,55-59,10691,10339,2015
8014,Broomfield City/County,55-59,2240,2042,2015
8019,Clear Creek County,55-59,572,486,2015
8031,Denver City/County,55-59,17901,17625,2015
8035,Douglas County,55-59,9880,9976,2015
8047,Gilpin County,55-59,374,369,2015
8059,Jefferson County,55-59,21756,21274,2015
8070,Bow Mar,55-59,64,46,2015
8123,Weld County,55-59,8415,7753,2015
8675,Brighton,55-59,887,879,2015
12387,Castle Pines,55-59,454,405,2015
12415,Castle Rock,55-59,1556,1476,2015
12815,Centennial,55-59,4195,4066,2015
12910,Central City,55-59,20,33,2015
13845,Cherry Hills Village,55-59,305,337,2015
16385,Columbine Valley,55-59,84,71,2015
16495,Commerce City,55-59,1703,1308,2015
19080,Dacono,55-59,32,96,2015
19630,Deer Trail,55-59,30,53,2015
23135,Edgewater,55-59,102,47,2015
23740,Elizabeth,55-59,32,13,2015
24620,Empire,55-59,26,20,2015
24785,Englewood,55-59,1113,1116,2015
24950,Erie,55-59,693,660,2015
26270,Federal Heights,55-59,367,323,2015
26600,Firestone,55-59,304,351,2015
27700,Fort Lupton,55-59,195,246,2015
28105,Foxfield,55-59,31,24,2015
28360,Frederick,55-59,186,234,2015
29735,Georgetown,55-59,47,15,2015
30340,Glendale,55-59,68,153,2015
30835,Golden,55-59,596,445,2015
33035,Greenwood Village,55-59,628,672,2015
37820,Hudson,55-59,59,82,2015
38370,Idaho Springs,55-59,83,103,2015
39195,Jamestown,55-59,8,11,2015
40185,Keenesburg,55-59,40,26,2015
40790,Kiowa,55-59,20,9,2015
41835,Lafayette,55-59,1130,859,2015
42495,Lakeside,55-59,0,0,2015
43000,Lakewood,55-59,5470,5335,2015
43550,Larkspur,55-59,9,16,2015
45255,Littleton,55-59,1802,1645,2015
45955,Lone Tree,55-59,506,406,2015
45970,Longmont,55-59,3148,2713,2015
46355,Louisville,55-59,827,825,2015
47070,Lyons,55-59,82,59,2015
49600,Mead,55-59,192,147,2015
52075,Morrison,55-59,21,20,2015
52350,Mountain View,55-59,17,19,2015
53175,Nederland,55-59,78,48,2015
54330,Northglenn,55-59,1385,1210,2015
57630,Parker,55-59,1190,1294,2015
60160,Platteville,55-59,39,69,2015
69645,Sheridan,55-59,202,197,2015
70360,Silver Plume,55-59,4,11,2015
75640,Superior,55-59,341,309,2015
77290,Thornton,55-59,3135,3342,2015
82735,Ward,55-59,12,5,2015
83835,Westminster,55-59,3708,3669,2015
84440,Wheat Ridge,55-59,1112,1199,2015
8124,Weld County (DRCOG),55-59,1959,2190,2015
8000,Region,55-59,99449,96409,2015
3455,Arvada,60-64,4064,3459,2015
4000,Aurora,60-64,9520,8234,2015
6090,Bennett,60-64,68,62,2015
7025,Black Hawk,60-64,0,0,2015
7850,Boulder City,60-64,2181,2190,2015
8001,Adams County,60-64,10765,10685,2015
8005,Arapahoe County,60-64,18439,15998,2015
8013,Boulder County,60-64,9090,8808,2015
8014,Broomfield City/County,60-64,1462,1446,2015
8019,Clear Creek County,60-64,294,494,2015
8031,Denver City/County,60-64,16914,15601,2015
8035,Douglas County,60-64,8145,7380,2015
8047,Gilpin County,60-64,244,313,2015
8059,Jefferson County,60-64,19370,17891,2015
8070,Bow Mar,60-64,33,32,2015
8123,Weld County,60-64,7182,7460,2015
8675,Brighton,60-64,902,584,2015
12387,Castle Pines,60-64,234,208,2015
12415,Castle Rock,60-64,1218,984,2015
12815,Centennial,60-64,3987,3343,2015
12910,Central City,60-64,47,39,2015
13845,Cherry Hills Village,60-64,197,267,2015
16385,Columbine Valley,60-64,58,56,2015
16495,Commerce City,60-64,943,995,2015
19080,Dacono,60-64,94,102,2015
19630,Deer Trail,60-64,9,17,2015
23135,Edgewater,60-64,46,134,2015
23740,Elizabeth,60-64,26,12,2015
24620,Empire,60-64,13,19,2015
24785,Englewood,60-64,961,943,2015
24950,Erie,60-64,568,501,2015
26270,Federal Heights,60-64,263,223,2015
26600,Firestone,60-64,230,336,2015
27700,Fort Lupton,60-64,260,190,2015
28105,Foxfield,60-64,40,29,2015
28360,Frederick,60-64,282,321,2015
29735,Georgetown,60-64,23,46,2015
30340,Glendale,60-64,60,45,2015
30835,Golden,60-64,419,522,2015
33035,Greenwood Village,60-64,702,487,2015
37820,Hudson,60-64,20,60,2015
38370,Idaho Springs,60-64,42,122,2015
39195,Jamestown,60-64,7,14,2015
40185,Keenesburg,60-64,41,18,2015
40790,Kiowa,60-64,14,30,2015
41835,Lafayette,60-64,914,1020,2015
42495,Lakeside,60-64,0,0,2015
43000,Lakewood,60-64,5079,4433,2015
43550,Larkspur,60-64,10,16,2015
45255,Littleton,60-64,1508,1330,2015
45955,Lone Tree,60-64,360,309,2015
45970,Longmont,60-64,2722,2357,2015
46355,Louisville,60-64,741,664,2015
47070,Lyons,60-64,97,50,2015
49600,Mead,60-64,57,132,2015
52075,Morrison,60-64,8,2,2015
52350,Mountain View,60-64,12,23,2015
53175,Nederland,60-64,12,36,2015
54330,Northglenn,60-64,892,765,2015
57630,Parker,60-64,823,886,2015
60160,Platteville,60-64,78,54,2015
69645,Sheridan,60-64,76,153,2015
